source_path	mode	object_type	object_id	disposition	owner_repository	implementation_story	reason
docs/stories/epics/E09-self-improving-harness-lifecycle/US-082-review-finding-closure/validation.md	100644	blob	68630de7851fcd683eda0d5bc107d199e5319357	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
crates/harness-symphony/web-ui/src/components/ui/card.tsx	100644	blob	68fa01026dd0957381b39e41d120acd23793c0f3	move	symphony	US-090	approved product path in E11 migration manifest
.github/ISSUE_TEMPLATE/real-world-example.md	100644	blob	6934f00715bf50c14c96bee1d3630ac16f16b7a5	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/src/features/symphony/detail.tsx	100644	blob	6949932cf5c88eda7afd8db7efc34c79e280be31	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/src/main.tsx	100644	blob	69bd41a942647d3c77c2149521ee4174f1b326c0	move	symphony	US-090	approved product path in E11 migration manifest
docs/ARCHITECTURE.md	100644	blob	6a9a0d0a428e81cb5b70d5148677b485b9b0be86	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/US-071-reviewer-subagent-closure.md	100644	blob	6cf4a7db3a52fe49cc557b6af21aea10b42ff746	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-cli/src/infrastructure.rs	100644	blob	6f9693f0317767644c72f1a6e7ed7381fb5a90a2	retain	repository-harness	US-098	generic Harness core or repository governance path
PHASE2.md	100644	blob	703558dbc88ab64ce5180f1ec44957e8f05599ed	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/reference/animate.md	100644	blob	729271ad6db5f10a945c15a1489e9600c7df0047	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/layout.md	100644	blob	72e6fbea37d4d78add4651bd6d2d71cac3e6f8b2	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/live-poll.mjs	100644	blob	740161e10149eec6104a299870a68fa48e93c6bb	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/live-resume.mjs	100644	blob	74284d48a052126206cf80826e86a4ecbb77cee9	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/web-ui/src/features/symphony/board.tsx	100644	blob	74a63e19e50bb950202f4f395e8e0a80f1ed2071	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/playwright.config.ts	100644	blob	74b4eafd2204bb512cd0555d246fee98925131b0	move	symphony	US-090	approved product path in E11 migration manifest
docs/HARNESS_AUDIT.md	100644	blob	75c2c0a8edd6bdf737fabc7ad6f9178f4f57c18b	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E05-symphony-local-runner/US-036-prepare-isolated-run.md	100644	blob	76c5a7a8aa0e97a6f1b266a9787cf4d63a163f3a	move	symphony	US-090	approved product path in E11 migration manifest
docs/HARNESS.md	100644	blob	7807441fcd2e2ec5b1ca013cc1bcbfbf72bb3936	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-076-story-backlog-relationships/execplan.md	100644	blob	78220951a27ec87915ca215a43aa66e466945bf5	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/src/run-log.ts	100644	blob	78860c5bf9ac91df9b0b2146e86c58bf7e64da28	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/electron/smoke.cjs	100644	blob	78da9f7661c94009a418b9c4a5c5a31a3fd7e9e7	move	symphony	US-090	approved product path in E11 migration manifest
.harness/changesets/run_1783699620299211000_2829_0.changeset.jsonl	100644	blob	78dee9af9c5a963c9618a91c5e40fad334c256ad	archive	migration-archive	US-098	historical/extension evidence must not remain active
scripts/schema/005-tool-extensions.sql	100644	blob	795c24d888f405a99370068b1673aeadad3ad320	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/US-047-dependency-board-foundation/design.md	100644	blob	7a04cf917a4797d225079ba9db77a31b478057f7	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/vite.config.ts	100644	blob	7ad1e4d1bafff37e3a1a121b4b1c0f08ea28f36b	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/detector/engines/static-html/detect-html.mjs	100644	blob	7c6748e1778c647e240d7d8b6b728f5452eaa1cf	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E08-symphony-web-ui-controller/US-051-review-surface-run-artifacts.md	100644	blob	7c6f38434601756f2a9ad16315ff31a073e55017	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/live-inject.mjs	100644	blob	7c8d91182a90cbdfac2c1d3acec8740f4d4489c3	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E08-symphony-web-ui-controller/US-064-ready-work-story-delete.md	100644	blob	7d611a16b4fcd89911c042963ba335cf3913ba71	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E05-symphony-local-runner/US-038-result-validation-agent-adapter.md	100644	blob	7d7dc44969eb017e95336b2a2edd696db17271b4	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E08-symphony-web-ui-controller/US-066-needs-attention-failure-explanation.md	100644	blob	80036af827b8b7680b11314b216d6adaf0c2620b	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/src/components/ui/badge.tsx	100644	blob	81235ee1323ca43d07930bd381913312fbc8da47	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/command-metadata.json	100644	blob	83796d54b6bd7ba22f54c288c64574baffe1758b	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E05-symphony-local-runner/US-032-symphony-crate-config.md	100644	blob	8472db8469a1e271560ebc0167150e522320c7cc	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-080-legacy-improvement-reconciliation/overview.md	100644	blob	862c7f7a4cee149cd7a928f97f8c648a3361f8e8	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783399293702861000_us069.changeset.jsonl	100644	blob	8713b3f496b8b0c5ba6b7038d0c1f77f70d07ca7	archive	migration-archive	US-098	historical/extension evidence must not remain active
scripts/schema/003-tool-registry.sql	100644	blob	8735bd3a2026378f485868c5b86ae2afb9cb3311	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783700451018024000_10445_0.changeset.jsonl	100644	blob	87b5b17732e605d00263b594fe815b5fd536612a	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/stories/US-023-drift-detection-entropy-score.md	100644	blob	87f18e06915756682a5c6c9133adc0e4fe1bf9c3	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-085-semantic-integrity-closure/validation.md	100644	blob	8897ba2e346f4099f7a895aed20053c83f7164db	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/reference/quieter.md	100644	blob	897c1e50c826f7192f049bcdb1363a251fd6b227	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/polish.md	100644	blob	8a0039319fdcdd41441dcd0c5ce1bc0e2251a1e3	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E08-symphony-web-ui-controller/US-069-second-pass-audit-2026-07-07.md	100644	blob	8a29d6e3a40de1d3c335b7f583ed622dcc87c8c8	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E08-symphony-web-ui-controller/US-061-frankentui-app-server-log-tui.md	100644	blob	8baf71d8aefd1ce49d280cfc23378a1d65a29694	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-cli/Cargo.toml	100644	blob	8bc521275b5a9839dcb3e0a45522d1343f12cb4c	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/live-commit-manual-edits.mjs	100644	blob	8bde46b5074bbbd97cbc25c2ea15f89800499be9	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E10-harness-signal-quality/README.md	100644	blob	8c0d499a167663346d54112e85de2f6fe8cb6ef3	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
docs/stories/epics/E09-self-improving-harness-lifecycle/US-085-semantic-integrity-closure/design.md	100644	blob	8d2f622e9c53ec6574317d2e57af75eff728be90	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783164291664744000_6614_2.changeset.jsonl	100644	blob	8dac8b193e0933b2ba3ecc94d32379259a9f6df8	archive	migration-archive	US-098	historical/extension evidence must not remain active
.harness/changesets/run_1783745900_us085_semantic_integrity.changeset.jsonl	100644	blob	8e0d98cbd5dc2ee6daf67e92ec335a64125065e0	archive	migration-archive	US-098	historical/extension evidence must not remain active
.codex/hooks.json	100644	blob	8f058ddaf885f1018f785b28ea9885ea082e3780	archive	migration-archive	US-098	historical/extension evidence must not remain active
.agents/skills/impeccable/scripts/hook.mjs	100644	blob	8f5924976b1e0b758fcd1e8d6b6c16314e7aafdb	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/web-ui/electron/browser-dev.cjs	100644	blob	8f9eb2d2a8114f2e916e313bb7292952c8307d1a	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/reference/onboard.md	100644	blob	90e33916ef348f050681d400a67e5745bfdb6d41	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-074-replay-safe-improvement-identity/overview.md	100644	blob	90e4336f5c696d005c98023f596352b9fcf9d7cc	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
docs/templates/high-risk-story/design.md	100644	blob	90facfef8db5cfc2877f9a0514ede28bfc83f1ff	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/lib/impeccable-paths.mjs	100644	blob	91121dd593fcc252e8c25a74bb01c31c8c3a771f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E08-symphony-web-ui-controller/US-063-task-completion-alert.md	100644	blob	914d402e81f16896b2090c629eaae1149f82ba07	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/reference/harden.md	100644	blob	917be521628aa9aeb1cdb21a3e6e5c527de2a015	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/detector/shared/constants.mjs	100644	blob	917cbf5046c05e1578b59bf8be46add0c6ab6802	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E01-durable-layer/US-002-rust-harness-cli/overview.md	100644	blob	91dc04136e86c13348342f0aed7f0c96d94cbea0	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/live/browser-script-parts.mjs	100644	blob	9229e34f8e6e2c1be6f1f6ca1f86ab24206ec6c0	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
scripts/schema/002-story-verify.sql	100644	blob	9254d007b844a4adbe8444cb217b9b5fc7de327e	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/tailwind.config.ts	100644	blob	930456e449c0792b5af8f4949c48a2a9ece56c08	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-085-semantic-integrity-closure/execplan.md	100644	blob	95bcd896dec3e673e29ebfad9218c4d82a04ea62	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/lib/target-args.mjs	100644	blob	967925a42ee0cee6dbf5aa5282c92f4cfe6efde8	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/detector/engines/browser/detect-url.mjs	100644	blob	9831663978e47b8362e57e1efb601e4b50e2789a	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/live/completion.mjs	100644	blob	986773066fc5fca25bed355b04014568ddd36f7f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/adapt.md	100644	blob	9909edf13d28cf7bce38d04e34b0fbc12d17cb04	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.harness/changesets/run_1783698675355923000_95563_0.changeset.jsonl	100644	blob	9911ae92a7bf38ff70a1199e141ec628844a76a8	archive	migration-archive	US-098	historical/extension evidence must not remain active
scripts/schema/010-story-backlog-links.sql	100644	blob	9a1a7beb0beffcb155e701018bc264063f7bbc80	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/decisions/0001-harness-first-development.md	100644	blob	9b53d2fadedd6316888ddb8793c7267f53077fc6	retain	repository-harness	US-098	generic Harness core or repository governance path
PHASE4.md	100644	blob	9d64f49c18f8d8f3c7c552d9ea3b236e71df1e7c	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/agents/impeccable_manual_edit_applier.toml	100644	blob	9ddc6f3c3c8a2ea17940c07ce05a4167c7068eae	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/templates/high-risk-story/overview.md	100644	blob	9de28974c751a6a45404a39d833cdb194bbb2dec	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-046-first-class-symphony-codex-adapter.md	100644	blob	9e3c1dd9a1e01a38ca8308d75db046c32873837b	move	symphony	US-090	approved product path in E11 migration manifest
.harness/changesets/run_1783680342594999000_45616_0.changeset.jsonl	100644	blob	9ed0c65e855a4f82b4672c0c6f71ec6ef93e7ea6	archive	migration-archive	US-098	historical/extension evidence must not remain active
crates/harness-symphony/src/sync.rs	100644	blob	9f2d82ab5956dad3fbcf83e90f9e3de12e26d92d	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/src/features/symphony/api.ts	100644	blob	a044f0fc56fca5b396cf254e50969be757a9c415	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/US-016-auto-trace-scoring-on-write.md	100644	blob	a059caab53b30f4c21151a91937d64db6d0aada5	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/US-065-unlimited-codex-app-server-runtime.md	100644	blob	a08c2c3b9cebcf72dc287e9e8dce36e02f39b994	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-075-selective-proposal-decision.md	100644	blob	a09e3c04ee073d921b8e9c4930b1a20861e90745	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/scripts/detect-csp.mjs	100644	blob	a13505d23ba3adf679090ce6cd9e20d68bcb12eb	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/review-fixes-1d30bf62-to-main.md	100644	blob	a1cbae4b21eda4f2aecb78eab3332f7876a482f2	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E03-phase-5-evolution-infrastructure/phase-5-progress.md	100644	blob	a43ec542c69dd511232137a32c3c5bdf73dfa38e	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/reference/brand.md	100644	blob	a461c5484a245efb55370d8944664749ec700e9e	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-073-story-dependency-mutation-replay.md	100644	blob	a4b580d536c4002f934d8ae232937e8513cec4d3	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/scripts/lib/design-parser.mjs	100644	blob	a4b9e9483fc8c3aaf723fe361464eb0bce92a805	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.harness/changesets/run_1783743300_us083_post_review_closure.changeset.jsonl	100644	blob	a5116cd26749dc5c2bedc1b8519fd0f0dd836b71	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/stories/epics/E08-symphony-web-ui-controller/US-054-task-hierarchy-rendering.md	100644	blob	a5c1ec84e14f476c3046e4d0daab32985c1abb1f	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/src/lib/utils.ts	100644	blob	a5ef193506d07d0459fec4f187af08283094d7c8	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-084-proof-audit-finding-closure/design.md	100644	blob	a73439b98d11480d93a5269ef8fb36bcc801d4ca	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-027-inbound-tool-registry.md	100644	blob	a7820071bf5633416f194f08e741f24b9cd8f760	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/US-049-browser-board-task-detail-ui.md	100644	blob	a892c1f25ea8900979db98bbe2bdd790b6a8ecda	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/modern-screenshot.umd.js	100644	blob	a9c5208f6b141d3bafdb8eb843d6fcbdcf23e370	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.codex/skills/harness-intake-griller/SKILL.md	100644	blob	a9ef7404dc6df3587953e811157a33baec301b0c	archive	migration-archive	US-098	historical/extension evidence must not remain active
crates/harness-symphony/src/doctor.rs	100644	blob	aa19dfe2ac08f3f2508309dd0998402500ba7509	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/live-discard-manual-edits.mjs	100644	blob	aa669fd202b91e34c6d7bdb4b4fe1ba9fba80b60	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/detector/node/file-system.mjs	100644	blob	aaa8c6df7c3d205001ca785cf8f64601c6858f37	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E10-harness-signal-quality/US-088-lane-aware-trace-health.md	100644	blob	aae62a2ad95ffe47c740e5a991837117dc503855	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1782543459_701.changeset.jsonl	100644	blob	ab4b8329de507f1a9f9f7af4dd6cdc85337c90d5	archive	migration-archive	US-098	historical/extension evidence must not remain active
crates/harness-cli/src/main.rs	100644	blob	abb83a3503b027697c35f234501c02a2127dc406	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/detector/engines/regex/detect-text.mjs	100644	blob	abbdd7b1cebd2c3f97935fe253290ccd9b1461a6	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E05-symphony-local-runner/US-037-run-contract-agents-shim.md	100644	blob	ac324ef9ae5b00163a0d04af9564e5ed1169f008	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/live/manual-edit-routes.mjs	100644	blob	acd250ec493791c985fe49699b4f8c4d2ba242c8	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.harness/changesets/run_1783178537862657000_95182_0.changeset.jsonl	100644	blob	ad40fea25e5e4c1abceccf314bf24b0d68433b3e	archive	migration-archive	US-098	historical/extension evidence must not remain active
.agents/skills/impeccable/scripts/live-browser-dom.js	100644	blob	ad6a794b38bbc3f75babfd0bdb983ac3e637d059	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/context.mjs	100644	blob	adf03e0d4bf73d82ae4755d01db9698a5e8619df	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/live/insert-ui.mjs	100644	blob	ae54f6f938828d7d08e357adabfadc90cc860e22	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E07-symphony-automation/US-045-auto-mode-work-sources.md	100644	blob	af0205f3b6870763d0baaec9d654cb68b7105f49	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/US-019-machine-readable-tool-registry.md	100644	blob	afbe06d87e3996ec2c6c1dc23476bceb04d1b6a5	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/live/session-store.mjs	100644	blob	affba67c9fe48550a474e029baf91b7d29e70abc	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/detector/profile/profiler.mjs	100644	blob	b05fbf3ef1fe255d8f15068deeb6c8a94f4ad7aa	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E08-symphony-web-ui-controller/US-058-scrollable-board-columns.md	100644	blob	b0db8b7239c55bde7b7b09c477a484c3b0527c16	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/detector/shared/page.mjs	100644	blob	b0f6e1ab532c2019a05ab4f8a46ee31c80522d81	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-084-proof-audit-finding-closure/overview.md	100644	blob	b1ce37436a4f70f75bc9d8d6eadae763e32192e9	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/US-057-dependency-graph-sidebar-view.md	100644	blob	b2be6f83a331a242a903dfaa779ea0d998388e5a	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/reference/delight.md	100644	blob	b319670567ea5288c90c64cc5f4a84a428dd6e0d	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E06-symphony-review-sync/US-042-symphony-sync.md	100644	blob	b52614fbc7725b929e9787deb42d7d1628438252	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-077-explicit-story-completion/overview.md	100644	blob	b5363809bdf796b1d6071c941ad9034fd08011fd	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/reference/typeset.md	100644	blob	b537516c759ec2e1e2d937c3e3d306253e2c9a63	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/hook-lib.mjs	100644	blob	b649211ecf2b6a4261e1a0d0a54a84079048c99b	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/templates/validation-report.md	100644	blob	b66c451ae6869f79a3bd1a8ade46c7f6d82b70d5	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/reference/hooks.md	100644	blob	b6f1a82c269e288dc2b64d7d21cd67b1a1663fb6	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
scripts/harness-install-files.txt	100644	blob	b706ea9ab9f63dae99c5021bc5278efb9e7deea0	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
docs/stories/epics/E09-self-improving-harness-lifecycle/US-078-proposal-suppression-recurrence.md	100644	blob	b99c0fc44f22f45b01080a7e2939c34466283b2f	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/electron/main.cjs	100644	blob	ba1fd09e2bf2e59cca913550fce67b1d40b73b6a	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/postcss.config.js	100644	blob	ba80730477d1dd22b1484282d594f2e5dda4785a	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E08-symphony-web-ui-controller/US-055-pr-merged-gate-before-sync.md	100644	blob	bb1e224b3e6e322c22bf93263637302911299ffb	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/live/ui-core.mjs	100644	blob	bbb2c5c35e534ba5ec7a418946a1c95244e56872	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/live.md	100644	blob	bc1e3e9ead9a40003818449a29b5d85e058eeb1c	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/web-ui/electron/dev.cjs	100644	blob	bc666652c3911738370297ff0d7e655736561788	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/web-ui/PRODUCT.md	100644	blob	bc7770ed9aa2060c48cd8903846cfc46fff6de9c	move	symphony	US-090	approved product path in E11 migration manifest
docs/decisions/0007-improvement-proposal-rules.md	100644	blob	bd010cb3b0c565d34a913cb2de50928d6e33d84e	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/package.json	100644	blob	bd3de05e4d92b41688c19f4c0c3ef8d0097191af	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/US-021-intervention-recording-schema.md	100644	blob	beadc27e7e2dceb215e490b25ae4bab4461110df	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E04-symphony-cli-prerequisites/US-028-harness-db-path.md	100644	blob	bf46f657eec09e5c9c9c08d9507131a0ec1d1260	archive	migration-archive	US-098	Symphony historical review/story evidence selected for provenance
Cargo.lock	100644	blob	bfdbf9b6fe29a6cb8e44af04dc2b725074eaa329	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
scripts/schema/006-changeset-applied.sql	100644	blob	c04353756bb0cc5a259823037ca1e4639ed98faa	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/README.md	100644	blob	c0a91ba2d0f85e331de030c623eb2edd1fee95d4	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/SYMPHONY_SCOPE.md	100644	blob	c40431e544a688a543b7711bb9edafda523128f0	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E04-symphony-cli-prerequisites/US-031-db-rebuild.md	100644	blob	c415116c52a9c68ecdea830b1c77e6e9828de7af	archive	migration-archive	US-098	Symphony historical review/story evidence selected for provenance
.agents/skills/impeccable/reference/interaction-design.md	100644	blob	c42c9d8100b3fb28133dbcabdb468f446d6bcfa5	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.github/workflows/post-merge-maintenance.yml	100644	blob	c446f84f74587535f58d7d66c1565ef12cae8859	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
scripts/install-harness.ps1	100644	blob	c4b36bdf831fdf470f8e696093e9f35e4b8bc58c	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-017-pre-close-verification-gate.md	100644	blob	c4be5e0986a2a177ea6703229d2b65fc25a53cc4	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/detector/detect-antipatterns.mjs	100644	blob	c5bcf064cb9cb7a382463b4cdd2da09e84dac931	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E10-harness-signal-quality/US-087-backlog-triage-health.md	100644	blob	c5e8c237c3a22d4aea717aa012aae890be5cae3b	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-018-phase4-cli-ux-hardening.md	100644	blob	c6da3da810663d449e2d6cd72202d922dc60adfb	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/templates/story.md	100644	blob	c76fcb0cbb0120f35dcd5be69beeddd20a5089ba	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E05-symphony-local-runner/US-033-symphony-doctor.md	100644	blob	c8c43e032fbdd18eda30962736be6c0c14d76ca5	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-085-semantic-integrity-closure/overview.md	100644	blob	c8e55fbca8a266eb033474750ba113ce8fd2e912	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-076-story-backlog-relationships/design.md	100644	blob	c90318849536f5e4e162b04d016d53b5eed429a2	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/scripts/detector/engines/visual/screenshot-contrast.mjs	100644	blob	c9668dbd7a35922bc898873cb9edc2eb748cddf4	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
